antibiotic,CDS
tobramycin,NZ_FRNJ01000078.1_232
tobramycin,NZ_FROZ01000041.1_3
tobramycin,NZ_FRPY01000061.1_2
tobramycin,NZ_FRQD01000027.1_265
tobramycin,NZ_FRQF01000037.1_178
tobramycin,NZ_FRQN01000003.1_1
tobramycin,NZ_FRQN01000034.1_19
tobramycin,NZ_FRQP01000009.1_124
tobramycin,NZ_FRQQ01000035.1_1
tobramycin,NZ_FRRR01000034.1_104
tobramycin,NZ_FRRR01000034.1_105
tobramycin,NZ_FRSJ01000182.1_85
tobramycin,NZ_FRSS01000398.1_7
tobramycin,NZ_FRSS01000426.1_1
tobramycin,NZ_FRST01000293.1_2
tobramycin,NZ_FRSU01000450.1_1
tobramycin,NZ_FRSX01000009.1_1
tobramycin,NZ_FRSX01000051.1_1
tobramycin,NZ_FRTR01000220.1_10
tobramycin,NZ_FRTT01000175.1_1
tobramycin,NZ_FRVY01000124.1_64
tobramycin,NZ_FRWM01000029.1_11
tobramycin,NZ_FRWW01000255.1_76
tobramycin,NZ_FRWY01000808.1_2
tobramycin,NZ_HG974234.1_2775
tobramycin,NZ_HG974234.1_2776
tobramycin,NZ_HG974234.1_2777
tobramycin,NZ_HG974234.1_2778
tobramycin,NZ_HG974234.1_2779
tobramycin,NZ_HG974234.1_2780
tobramycin,NZ_HG974234.1_2781
tobramycin,NZ_HG974234.1_2782
tobramycin,NZ_HG974234.1_2783
tobramycin,NZ_HG974234.1_2790
tobramycin,NZ_HG974234.1_2837
tobramycin,NZ_JAABOY010000013.1_1
tobramycin,NZ_JAACJB010000014.1_130
tobramycin,NZ_JAAQZH010000011.1_183
tobramycin,NZ_JAATIH010000001.1_78
tobramycin,NZ_JAATIH010000001.1_86
tobramycin,NZ_JAATIJ010000001.1_2666
tobramycin,NZ_JAATIM010000001.1_2711
tobramycin,NZ_JAATIM010000001.1_5378
tobramycin,NZ_JAATIM010000002.1_153
tobramycin,NZ_JAATIM010000002.1_225
tobramycin,NZ_JAATIM010000002.1_307
tobramycin,NZ_JAATIM010000002.1_365
tobramycin,NZ_JAATIM010000002.1_378
tobramycin,NZ_JAATVZ010000010.1_174
tobramycin,NZ_JAATVZ010000010.1_189
tobramycin,NZ_JAATVZ010000010.1_198
tobramycin,NZ_JAATVZ010000010.1_201
tobramycin,NZ_JAATVZ010000014.1_4
tobramycin,NZ_JAATVZ010000019.1_97
tobramycin,NZ_JAATVZ010000029.1_70
tobramycin,NZ_JAAVNH010000015.1_86
tobramycin,NZ_JABDTS010000340.1_3
tobramycin,NZ_JABDTS010000665.1_1
tobramycin,NZ_JABDTU010000002.1_47
tobramycin,NZ_JABDTU010000015.1_5
tobramycin,NZ_JABDTU010000173.1_3
tobramycin,NZ_JABDTU010000618.1_3
tobramycin,NZ_JABDTW010001586.1_1
tobramycin,NZ_JABDTX010000002.1_85
tobramycin,NZ_JABDTY010000843.1_1
tobramycin,NZ_JABDTY010000846.1_1
tobramycin,NZ_JABDUD010000165.1_1
tobramycin,NZ_JABDUH010000085.1_18
tobramycin,NZ_JABDUH010000527.1_3
tobramycin,NZ_JABDUH010000860.1_1
tobramycin,NZ_JABDUI010000191.1_10
tobramycin,NZ_JABDUI010000240.1_1
tobramycin,NZ_JABDUI010000488.1_1
tobramycin,NZ_JABDUI010000749.1_1
tobramycin,NZ_JABDUN010000160.1_7
tobramycin,NZ_JABDUP010000171.1_11
tobramycin,NZ_JABDUP010000390.1_2
tobramycin,NZ_JABDUQ010001624.1_1
tobramycin,NZ_JABDUQ010001782.1_1
tobramycin,NZ_JABDUR010000031.1_13
tobramycin,NZ_JABDUS010000498.1_1
tobramycin,NZ_JABDUV010000456.1_1
tobramycin,NZ_JABDUW010000321.1_2
tobramycin,NZ_JABDUW010000497.1_1
tobramycin,NZ_JABDVG010000282.1_1
tobramycin,NZ_JABDVH010000036.1_1
tobramycin,NZ_JABFLU010000008.1_1
tobramycin,NZ_JABFLU010000023.1_75
tobramycin,NZ_JABFLV010000024.1_1
tobramycin,NZ_JABFLX010000022.1_122
tobramycin,NZ_JABFLX010000067.1_80
tobramycin,NZ_JABFOK010000001.1_22
tobramycin,NZ_JABGNE010000008.1_213
tobramycin,NZ_JABGNE010000027.1_53
tobramycin,NZ_JABGNE010000050.1_33
tobramycin,NZ_JABGNH010000062.1_4
tobramycin,NZ_JABGNR010000045.1_4
tobramycin,NZ_JABGNS010000007.1_45
tobramycin,NZ_JABGNT010000001.1_330
tobramycin,NZ_JABGNT010000020.1_91
tobramycin,NZ_JABGNT010000034.1_4
tobramycin,NZ_JABGNY010000001.1_28
tobramycin,NZ_JABGNY010000011.1_131
tobramycin,NZ_JABGOF010000007.1_112
tobramycin,NZ_JABGOI010000103.1_2
tobramycin,NZ_JABLSQ010000032.1_15
tobramycin,NZ_JABLSR010000029.1_17
tobramycin,NZ_JABLSW010000039.1_22
tobramycin,NZ_JABLTU010000016.1_100
tobramycin,NZ_JABLTU010000016.1_88
tobramycin,NZ_JABLTU010000027.1_58
tobramycin,NZ_JABLTV010000003.1_184
tobramycin,NZ_JABLTW010000074.1_2
tobramycin,NZ_JABLUH010000062.1_3
tobramycin,NZ_JABLUM010000001.1_244
tobramycin,NZ_JABMED010000033.1_31
tobramycin,NZ_JABMEE010000009.1_118
tobramycin,NZ_JABMEE010000019.1_1
tobramycin,NZ_JABMEF010000015.1_7
tobramycin,NZ_JABMEF010000050.1_1
tobramycin,NZ_JABMEF010000050.1_8
tobramycin,NZ_JABTBU010000011.1_173
tobramycin,NZ_JABTBY010000001.1_487
tobramycin,NZ_JABTBY010000004.1_1
tobramycin,NZ_JABTBY010000024.1_2
tobramycin,NZ_JABTBZ010000065.1_8
tobramycin,NZ_JABTCC010000007.1_89
tobramycin,NZ_JABTWU010000155.1_21
tobramycin,NZ_JABUGK010000002.1_20
tobramycin,NZ_JABUGK010000062.1_2
tobramycin,NZ_JABUGL010000005.1_302
tobramycin,NZ_JABUGL010000018.1_137
tobramycin,NZ_JABUGL010000047.1_15
tobramycin,NZ_JABUGS010000061.1_1
tobramycin,NZ_JABUGV010000042.1_30
tobramycin,NZ_JABUGY010000002.1_250
tobramycin,NZ_JABUGY010000022.1_41
tobramycin,NZ_JACAKE010000002.1_41
tobramycin,NZ_JACAKE010000002.1_43
tobramycin,NZ_JACAKG010000021.1_1
tobramycin,NZ_JACAKH010000052.1_12
tobramycin,NZ_JACCIJ010000005.1_220
tobramycin,NZ_JACCIJ010000040.1_37
tobramycin,NZ_JACCIR010000017.1_155
tobramycin,NZ_JACCIS010000024.1_1
tobramycin,NZ_JACEJN010000083.1_63
tobramycin,NZ_JACEKL010000045.1_199
tobramycin,NZ_JACEKL010000052.1_107
tobramycin,NZ_JACEMB010000047.1_55
tobramycin,NZ_JACEMG010000087.1_2
tobramycin,NZ_JACEML010000010.1_182
tobramycin,NZ_JACEOY010000065.1_1
tobramycin,NZ_JACEPF010000001.1_348
tobramycin,NZ_JACEPK010000009.1_188
tobramycin,NZ_JACEPL010000001.1_367
tobramycin,NZ_JACEPL010000004.1_198
tobramycin,NZ_JACEPN010000004.1_205
tobramycin,NZ_JACEPO010000043.1_57
tobramycin,NZ_JACEPQ010000016.1_25
tobramycin,NZ_JACEPQ010000016.1_75
tobramycin,NZ_JACEPV010000006.1_9
tobramycin,NZ_JACEQB010000056.1_24
tobramycin,NZ_JACEQD010000001.1_572
tobramycin,NZ_JACEQH010000043.1_14
tobramycin,NZ_JACEQJ010000007.1_119
tobramycin,NZ_JACEQL010000005.1_135
tobramycin,NZ_JACEQL010000005.1_142
tobramycin,NZ_JACEQL010000005.1_152
tobramycin,NZ_JACEQL010000005.1_162
tobramycin,NZ_JACEQL010000026.1_31
tobramycin,NZ_JACEQQ010000014.1_158
tobramycin,NZ_JACFAI010000098.1_2
tobramycin,NZ_JACFAI010000112.1_1
tobramycin,NZ_JACGTM010000013.1_4
tobramycin,NZ_JACHLG010000030.1_5
tobramycin,NZ_JACJGV010000007.1_157
tobramycin,NZ_JACJGV010000036.1_7
tobramycin,NZ_JACJGW010000002.1_195
tobramycin,NZ_JACKWT010000001.1_525
tobramycin,NZ_JACTAE010000039.1_25
tobramycin,NZ_JACTAE010000050.1_55
tobramycin,NZ_JACTAE010000083.1_1
tobramycin,NZ_JACTAF010000055.1_8
tobramycin,NZ_JACVNS010000081.1_10
tobramycin,NZ_JACVNT010000036.1_57
tobramycin,NZ_JACVNU010000106.1_18
tobramycin,NZ_JACVNU010000148.1_1
tobramycin,NZ_JACVNU010000258.1_2
tobramycin,NZ_JACVNV010000064.1_20
tobramycin,NZ_JACWGO010000001.1_3489
tobramycin,NZ_JACWGO010000001.1_6099
tobramycin,NZ_JACWGQ010000002.1_34
tobramycin,NZ_JACWGT010000001.1_5876
tobramycin,NZ_JACWGV010000001.1_2215
tobramycin,NZ_JACWGV010000002.1_1227
tobramycin,NZ_JACWGV010000004.1_326
tobramycin,NZ_JACWGV010000004.1_56
tobramycin,NZ_JACWGV010000004.1_62
tobramycin,NZ_JACWGV010000004.1_68
tobramycin,NZ_JACWGV010000005.1_322
tobramycin,NZ_JACWGX010000003.1_223
tobramycin,NZ_JACWGX010000005.1_35
tobramycin,NZ_JACWGY010000003.1_475
tobramycin,NZ_JACWHE010000026.1_71
tobramycin,NZ_JACWHF010000007.1_1524
tobramycin,NZ_JACWIF010000100.1_2
tobramycin,NZ_JACWIG010000096.1_1
tobramycin,NZ_JACXLF010000013.1_100
tobramycin,NZ_JACXLF010000078.1_2
tobramycin,NZ_JACXLF010000089.1_3
tobramycin,NZ_JACYDN010000378.1_1
tobramycin,NZ_JACYDO010000011.1_74
tobramycin,NZ_JACYDO010000064.1_1
tobramycin,NZ_JACYDP010000314.1_1
tobramycin,NZ_JACYDR010000020.1_102
tobramycin,NZ_JACYDR010000099.1_1
tobramycin,NZ_JACYDR010000140.1_12
tobramycin,NZ_JACYDR010000235.1_1
tobramycin,NZ_JACYDR010000254.1_4
tobramycin,NZ_JACYDR010000351.1_2
tobramycin,NZ_JACYDT010000364.1_2
tobramycin,NZ_JACYDU010000107.1_3
tobramycin,NZ_JACYDX010000107.1_19
tobramycin,NZ_JACYDY010000471.1_1
tobramycin,NZ_JACYEA010000016.1_4
tobramycin,NZ_JACYEA010000136.1_1
tobramycin,NZ_JACYEL010000224.1_1
tobramycin,NZ_JACYEP010000012.1_3
tobramycin,NZ_JACYEP010000012.1_8
tobramycin,NZ_JACYEP010000036.1_13
tobramycin,NZ_JACYEP010000038.1_10
tobramycin,NZ_JACYEP010000052.1_30
tobramycin,NZ_JACYEP010000095.1_17
tobramycin,NZ_JACYEP010000097.1_1
tobramycin,NZ_JACYEP010000102.1_10
tobramycin,NZ_JACYEP010000106.1_21
tobramycin,NZ_JACYEP010000153.1_1
tobramycin,NZ_JACYEP010000200.1_1
tobramycin,NZ_JACYEP010000255.1_5
tobramycin,NZ_JACYEP010000319.1_3
tobramycin,NZ_JACYET010000050.1_55
tobramycin,NZ_JACYET010000141.1_14
tobramycin,NZ_JACYET010000162.1_3
tobramycin,NZ_JACYET010000162.1_7
tobramycin,NZ_JACYEU010000638.1_2
tobramycin,NZ_JACYEX010000404.1_1
tobramycin,NZ_JADAOV010000001.1_144
tobramycin,NZ_JADAOV010000007.1_46
tobramycin,NZ_JADDLX010000001.1_451
tobramycin,NZ_JADDLY010000028.1_15
tobramycin,NZ_JADIWK010000009.1_106
tobramycin,NZ_JADNRD010000126.1_1
tobramycin,NZ_JADPHX010000139.1_5
tobramycin,NZ_JAECSD010000020.1_20
tobramycin,NZ_JAECSD010000020.1_53
tobramycin,NZ_JAECSG010000086.1_20
tobramycin,NZ_JAECSQ010000157.1_12
tobramycin,NZ_JAECSQ010000390.1_2
tobramycin,NZ_JAECSX010000035.1_1
tobramycin,NZ_JAECTE010000016.1_1
tobramycin,NZ_JAECTE010000027.1_61
tobramycin,NZ_JAECTE010000027.1_64
tobramycin,NZ_JAFBYB010000053.1_1
tobramycin,NZ_JAFBYK010000001.1_836
tobramycin,NZ_JAFBYK010000006.1_185
tobramycin,NZ_JAFBYK010000006.1_186
tobramycin,NZ_JAFBYK010000006.1_191
tobramycin,NZ_JAFBYK010000017.1_40
tobramycin,NZ_JAFBYY010000045.1_7
tobramycin,NZ_JAFBYY010000048.1_14
tobramycin,NZ_JAFBZD010000003.1_267
tobramycin,NZ_JAFBZF010000011.1_57
tobramycin,NZ_JAFBZK010000002.1_143
tobramycin,NZ_JAFBZO010000020.1_43
tobramycin,NZ_JAFBZQ010000019.1_2
tobramycin,NZ_JAFBZR010000016.1_172
tobramycin,NZ_JAFBZV010000001.1_620
tobramycin,NZ_JAFBZV010000004.1_274
tobramycin,NZ_JAFBZX010000001.1_53
tobramycin,NZ_JAFCAB010000013.1_1
tobramycin,NZ_JAFCGZ010000001.1_2665
tobramycin,NZ_JAFCGZ010000001.1_3001
tobramycin,NZ_JAFCHD010000001.1_3767
tobramycin,NZ_JAFCHE010000001.1_4673
tobramycin,NZ_JAFCHE010000001.1_5643
tobramycin,NZ_JAFCHF010000001.1_4623
tobramycin,NZ_JAFCHK010000001.1_3767
tobramycin,NZ_JAFCHK010000001.1_3817
tobramycin,NZ_JAFCHL010000001.1_2735
tobramycin,NZ_JAFCHL010000001.1_60
tobramycin,NZ_JAFEUG010000025.1_160
tobramycin,NZ_JAFEUG010000025.1_214
tobramycin,NZ_JAFEUG010000026.1_22
tobramycin,NZ_JAFEUG010000026.1_43
tobramycin,NZ_JAFEUG010000031.1_26
tobramycin,NZ_JAFFGW010000010.1_77
tobramycin,NZ_JAFFGY010000016.1_135
tobramycin,NZ_JAFFGY010000016.1_14
tobramycin,NZ_JAFFGY010000016.1_149
tobramycin,NZ_JAFFGY010000016.1_298
tobramycin,NZ_JAFFGY010000016.1_69
tobramycin,NZ_JAFHNB010000010.1_144
tobramycin,NZ_JAFHNB010000010.1_156
tobramycin,NZ_JAFHNB010000010.1_163
tobramycin,NZ_JAFHNB010000010.1_8
tobramycin,NZ_JAFHNB010000040.1_25
tobramycin,NZ_JAFHXF010000259.1_1
tobramycin,NZ_JAFHXW010000060.1_16
tobramycin,NZ_JAFHXW010000060.1_21
tobramycin,NZ_JAFHYA010000038.1_47
tobramycin,NZ_JAFHYA010000059.1_1
tobramycin,NZ_JAFHYA010000086.1_15
tobramycin,NZ_JAFINQ010000136.1_41
tobramycin,NZ_JAFINQ010000136.1_44
tobramycin,NZ_JAFINQ010000136.1_58
tobramycin,NZ_JAFINQ010000136.1_60
tobramycin,NZ_JAFINQ010000136.1_66
tobramycin,NZ_JAFKDO010000001.1_193
tobramycin,NZ_JAFKDO010000001.1_197
tobramycin,NZ_JAFKQT010000042.1_1
tobramycin,NZ_JAFLHO010000001.1_945
tobramycin,NZ_JAFLHT010000009.1_190
tobramycin,NZ_JAFLHU010000006.1_155
tobramycin,NZ_JAFLHZ010000007.1_209
tobramycin,NZ_JAFMTZ010000047.1_13
tobramycin,NZ_JAGEXX010000016.1_11
tobramycin,NZ_JAGEYE010000079.1_1
tobramycin,NZ_JAGEYG010000042.1_5
tobramycin,NZ_JAGEYG010000050.1_2
tobramycin,NZ_JAGEYJ010000083.1_1
tobramycin,NZ_JAGEYP010000002.1_309
tobramycin,NZ_JAGEYP010000025.1_10
tobramycin,NZ_JAGEYX010000008.1_163
tobramycin,NZ_JAGFDP010000044.1_10
tobramycin,NZ_JAGFEJ010000010.1_140
tobramycin,NZ_JAGFEJ010000012.1_103
tobramycin,NZ_JAGFEJ010000012.1_158
tobramycin,NZ_JAGFEJ010000039.1_1
tobramycin,NZ_JAGFKJ010000016.1_68
tobramycin,NZ_JAGFKK010000009.1_1
tobramycin,NZ_JAGFKP010000018.1_1
tobramycin,NZ_JAGFLU010000007.1_1
tobramycin,NZ_JAGFLU010000121.1_270
tobramycin,NZ_JAGFLV010000018.1_1
tobramycin,NZ_JAGFLW010000007.1_1
tobramycin,NZ_JAGFLW010000088.1_1
tobramycin,NZ_JAGFLW010000143.1_1
tobramycin,NZ_JAGFOY010000034.1_8
tobramycin,NZ_JAGFOZ010000087.1_1
tobramycin,NZ_JAGFPD010000119.1_1
tobramycin,NZ_JAGGDD010000005.1_137
tobramycin,NZ_JAGGDD010000005.1_61
tobramycin,NZ_JAGGDI010000001.1_588
tobramycin,NZ_JAGHML010000027.1_19
tobramycin,NZ_JAGHMP010000027.1_1
tobramycin,NZ_JAGHMW010000026.1_1
tobramycin,NZ_JAGKLQ010000017.1_55
tobramycin,NZ_JAGKLQ010000118.1_1
tobramycin,NZ_JAGMUW010000001.1_117
tobramycin,NZ_JAGMUW010000001.1_131
tobramycin,NZ_JAGMUW010000003.1_115
tobramycin,NZ_JAGMUW010000003.1_210
tobramycin,NZ_JAGMUW010000003.1_79
tobramycin,NZ_JAGMUW010000157.1_39
tobramycin,NZ_JAGMWQ010000026.1_1
tobramycin,NZ_JAGRPY010000281.1_7
tobramycin,NZ_JAGSOM010000048.1_21
tobramycin,NZ_JAGSOP010000106.1_1
tobramycin,NZ_JAGSOR010000078.1_1
tobramycin,NZ_JAGSOS010000030.1_45
tobramycin,NZ_JAGUTZ010000102.1_2
tobramycin,NZ_JAGXFB010000028.1_44
tobramycin,NZ_JAGXLY010000189.1_1
tobramycin,NZ_JAGXME010000031.1_1
tobramycin,NZ_JAGXME010000103.1_12
tobramycin,NZ_JAGXME010000133.1_11
tobramycin,NZ_JAGXME010000159.1_36
tobramycin,NZ_JAGXMH010000071.1_2
tobramycin,NZ_JAGXMR010000009.1_1
tobramycin,NZ_JAGXMR010000009.1_8
tobramycin,NZ_JAGXMR010000250.1_19
tobramycin,NZ_JAGXMR010000250.1_41
tobramycin,NZ_JAGXMR010000254.1_1
tobramycin,NZ_JAGXMR010000263.1_22
tobramycin,NZ_JAGXMR010000583.1_1
tobramycin,NZ_JAGXMR010000604.1_1
tobramycin,NZ_JAGXMS010000249.1_1
tobramycin,NZ_JAGYWJ010000001.1_975
tobramycin,NZ_JAHBSB010000003.1_1571
tobramycin,NZ_JAHBSC010000003.1_1870
tobramycin,NZ_JAHBSC010000012.1_1111
tobramycin,NZ_JAHBSD010000001.1_334
tobramycin,NZ_JAHBSD010000004.1_110
tobramycin,NZ_JAHBSD010000008.1_1911
tobramycin,NZ_JAHBSD010000008.1_749
tobramycin,NZ_JAHCUV010000061.1_13
tobramycin,NZ_JAHDZY010000019.1_133
tobramycin,NZ_JAHDZY010000021.1_4
tobramycin,NZ_JAHDZY010000061.1_3
tobramycin,NZ_JAHDZY010000072.1_182
tobramycin,NZ_JAHEQO010000001.1_751
tobramycin,NZ_JAHEQP010000001.1_1294
tobramycin,NZ_JAHEQP010000002.1_166
tobramycin,NZ_JAHEQP010000005.1_136
tobramycin,NZ_JAHEQP010000005.1_144
tobramycin,NZ_JAHEQS010000004.1_1
tobramycin,NZ_JAHEQS010000006.1_12
tobramycin,NZ_JAHEQS010000006.1_17
tobramycin,NZ_JAHERR010000001.1_383
tobramycin,NZ_JAHLTC010000051.1_20
tobramycin,NZ_JAHLTG010000015.1_140
tobramycin,NZ_JAHVMU010000001.1_281
tobramycin,NZ_JAHVMU010000016.1_104
tobramycin,NZ_JAHVMY010000040.1_1
tobramycin,NZ_JAHVMZ010000027.1_3
tobramycin,NZ_JAHVNE010000005.1_162
tobramycin,NZ_JAHVNF010000017.1_91
tobramycin,NZ_JAHVZI010000007.1_233
tobramycin,NZ_JAHVZL010000043.1_1
tobramycin,NZ_JAHVZN010000006.1_210
tobramycin,NZ_JAHVZN010000009.1_10
tobramycin,NZ_JAHVZQ010000016.1_17
tobramycin,NZ_JAHWAE010000052.1_1
tobramycin,NZ_JAHWAE010000089.1_2
tobramycin,NZ_JAHWAF010000012.1_83
tobramycin,NZ_JAHWAF010000012.1_84
tobramycin,NZ_JAHWAH010000008.1_36
tobramycin,NZ_JAHWAI010000005.1_2
tobramycin,NZ_JAHWAK010000005.1_53
tobramycin,NZ_JAHWAK010000028.1_48
tobramycin,NZ_JAHWAK010000029.1_44
tobramycin,NZ_JAHWAK010000046.1_1
tobramycin,NZ_JAHWAR010000002.1_517
tobramycin,NZ_JAHWAR010000003.1_298
tobramycin,NZ_JAHWAR010000003.1_312
tobramycin,NZ_JAHWAT010000014.1_1
tobramycin,NZ_JAHWAX010000001.1_343
tobramycin,NZ_JAHWAX010000001.1_347
tobramycin,NZ_JAHWAX010000001.1_348
tobramycin,NZ_JAHWAX010000001.1_349
tobramycin,NZ_JAHWAX010000001.1_350
tobramycin,NZ_JAHWAX010000001.1_351
tobramycin,NZ_JAHWAX010000001.1_360
tobramycin,NZ_JAHWAX010000001.1_409
tobramycin,NZ_JAHWAX010000001.1_410
tobramycin,NZ_JAHWAZ010000007.1_162
tobramycin,NZ_JAHWBB010000004.1_86
tobramycin,NZ_JAHWBB010000004.1_88
tobramycin,NZ_JAHWBB010000004.1_89
tobramycin,NZ_JAHWBB010000004.1_91
tobramycin,NZ_JAHWUT010000030.1_19
tobramycin,NZ_JAHWUT010000038.1_1
tobramycin,NZ_JAHWUT010000058.1_3
tobramycin,NZ_JAHWUU010000025.1_22
tobramycin,NZ_JAHWUV010000022.1_39
tobramycin,NZ_JAHWUV010000028.1_117
tobramycin,NZ_JAHWUV010000028.1_57
tobramycin,NZ_JAHWUV010000028.1_62
tobramycin,NZ_JAHWUV010000032.1_41
tobramycin,NZ_JAHWUV010000055.1_1
tobramycin,NZ_JAHXZT010000338.1_1
tobramycin,NZ_JAHXZT010000352.1_3
tobramycin,NZ_JAHXZU010000237.1_1
tobramycin,NZ_JAHXZV010000003.1_18
tobramycin,NZ_JAHXZV010000076.1_19
tobramycin,NZ_JAHXZV010000359.1_5
tobramycin,NZ_JAHXZV010000635.1_2
tobramycin,NZ_JAHXZV010000795.1_1
tobramycin,NZ_JAHXZW010000160.1_14
tobramycin,NZ_JAHXZW010000604.1_2
tobramycin,NZ_JAHXZX010000287.1_1
tobramycin,NZ_JAHXZX010000395.1_5
tobramycin,NZ_JAHXZX010000455.1_4
tobramycin,NZ_JAHXZY010000016.1_1
tobramycin,NZ_JAHXZY010000017.1_2
tobramycin,NZ_JAHXZY010000019.1_71
tobramycin,NZ_JAHXZY010000123.1_15
tobramycin,NZ_JAHXZY010000138.1_14
tobramycin,NZ_JAHXZY010000273.1_6
tobramycin,NZ_JAHXZY010000302.1_1
tobramycin,NZ_JAHXZY010000370.1_1
tobramycin,NZ_JAHXZY010000634.1_2
tobramycin,NZ_JAHXZY010000723.1_1
tobramycin,NZ_JAHXZY010000747.1_1
tobramycin,NZ_JAHXZY010000839.1_1
tobramycin,NZ_JAHXZZ010000351.1_1
tobramycin,NZ_JAHXZZ010000405.1_1
tobramycin,NZ_JAHXZZ010000429.1_4
tobramycin,NZ_JAHXZZ010000486.1_1
tobramycin,NZ_JAHXZZ010000597.1_1
tobramycin,NZ_JAHXZZ010000775.1_1
tobramycin,NZ_JAHXZZ010000782.1_1
tobramycin,NZ_JAHYAA010000402.1_4
tobramycin,NZ_JAHYAA010000409.1_3
tobramycin,NZ_JAHYAA010000530.1_1
tobramycin,NZ_JAHYAA010000714.1_1
tobramycin,NZ_JAHYAA010000721.1_1
tobramycin,NZ_JAHYAA010000744.1_1
tobramycin,NZ_JAHYAB010000524.1_4
tobramycin,NZ_JAHYAB010000550.1_1
tobramycin,NZ_JAHYAB010000639.1_1
tobramycin,NZ_JAHYAB010000656.1_1
tobramycin,NZ_JAHYAC010000193.1_13
tobramycin,NZ_JAHYAC010000557.1_4
tobramycin,NZ_JAHYAC010000803.1_1
tobramycin,NZ_JAHYAD010000070.1_27
tobramycin,NZ_JAHYAD010000122.1_15
tobramycin,NZ_JAHYAD010000258.1_12
tobramycin,NZ_JAHYAD010000358.1_1
tobramycin,NZ_JAHYAD010000409.1_3
tobramycin,NZ_JAHYAD010000557.1_1
tobramycin,NZ_JAHYAD010000799.1_1
tobramycin,NZ_JAHYAG010000035.1_1
tobramycin,NZ_JAHYAH010000049.1_9
tobramycin,NZ_JAHYAJ010000404.1_1
tobramycin,NZ_JAHYAK010000255.1_4
tobramycin,NZ_JAHYAL010000180.1_15
tobramycin,NZ_JAHYAM010000259.1_4
tobramycin,NZ_JAHYAN010000084.1_1
tobramycin,NZ_JAHYAO010000185.1_1
tobramycin,NZ_JAHYAP010000196.1_1
tobramycin,NZ_JAHYAP010000460.1_1
tobramycin,NZ_JAHYAQ010000078.1_1
tobramycin,NZ_JAHYAS010000408.1_1
tobramycin,NZ_JAHYAV010000410.1_1
tobramycin,NZ_JAHYAX010000028.1_57
tobramycin,NZ_JAHYAX010000371.1_3
tobramycin,NZ_JAHYAX010000525.1_1
tobramycin,NZ_JAHYAY010000375.1_1
tobramycin,NZ_JAHYAY010000378.1_3
tobramycin,NZ_JAHYAZ010000040.1_42
tobramycin,NZ_JAHYAZ010000065.1_25
tobramycin,NZ_JAHYAZ010000085.1_6
tobramycin,NZ_JAHYAZ010000472.1_1
tobramycin,NZ_JAHYBC010000132.1_4
tobramycin,NZ_JAHYBC010000150.1_3
tobramycin,NZ_JAHYBE010000104.1_2
tobramycin,NZ_JAHYBF010000011.1_1
tobramycin,NZ_JAHYBG010000061.1_1
tobramycin,NZ_JAHYBG010000104.1_1
tobramycin,NZ_JAHYBJ010000021.1_84
tobramycin,NZ_JAHYBJ010000035.1_77
tobramycin,NZ_JAHYBK010000077.1_27
tobramycin,NZ_JAHYBM010000001.1_215
tobramycin,NZ_JAHYBM010000043.1_35
tobramycin,NZ_JAHYBO010000098.1_4
tobramycin,NZ_JAHYSI010000024.1_1
tobramycin,NZ_JAIEXW010000001.1_1077
tobramycin,NZ_JAIFHG010000016.1_14
tobramycin,NZ_JAIFHG010000016.1_9
tobramycin,NZ_JAIFHG010000037.1_1
tobramycin,NZ_JAIFHG010000119.1_6
tobramycin,NZ_JAIFHH010000560.1_3
tobramycin,NZ_JAIFHI010000051.1_7
tobramycin,NZ_JAIFHI010000078.1_9
tobramycin,NZ_JAIFHI010000252.1_8
tobramycin,NZ_JAIFHK010000555.1_1
tobramycin,NZ_JAIFHL010000113.1_2
tobramycin,NZ_JAIFHM010000424.1_2
tobramycin,NZ_JAIFHM010000457.1_3
tobramycin,NZ_JAIFHM010000743.1_1
tobramycin,NZ_JAIFHN010000141.1_6
tobramycin,NZ_JAIFHN010000180.1_6
tobramycin,NZ_JAIFHO010000516.1_3
tobramycin,NZ_JAIFHP010000121.1_1
tobramycin,NZ_JAIFHP010000555.1_1
tobramycin,NZ_JAIFHR010000797.1_1
tobramycin,NZ_JAIFHU010000052.1_5
tobramycin,NZ_JAIFHU010000182.1_1
tobramycin,NZ_JAIFHV010000208.1_8
tobramycin,NZ_JAIFKE010000001.1_5230
tobramycin,NZ_JAIGZA010000058.1_74
tobramycin,NZ_JAIGZF010000023.1_1
tobramycin,NZ_JAIGZF010000114.1_155
tobramycin,NZ_JAIGZN010000165.1_83
tobramycin,NZ_JAIGZQ010000044.1_1
tobramycin,NZ_JAIGZQ010000119.1_53
tobramycin,NZ_JAIHAD010000035.1_1
tobramycin,NZ_JAIPSC010000001.1_382
tobramycin,NZ_JAIPSI010000003.1_83
tobramycin,NZ_JAIPSQ010000013.1_149
tobramycin,NZ_JAIPSS010000005.1_188
tobramycin,NZ_JAIPSW010000004.1_49
tobramycin,NZ_JAIPTB010000013.1_152
tobramycin,NZ_JAIPTF010000025.1_28
tobramycin,NZ_JAIPVN010000008.1_184
tobramycin,NZ_JAIPVN010000032.1_44
tobramycin,NZ_JAIPVO010000019.1_1
tobramycin,NZ_JAIPVO010000019.1_25
tobramycin,NZ_JAIPVO010000019.1_33
tobramycin,NZ_JAIPVO010000019.1_49
tobramycin,NZ_JAIPVO010000019.1_6
tobramycin,NZ_JAIPVO010000022.1_146
